order_id,order_date,customer_id,customer_segment,region,state,city,product_category,product_subcategory,product_name,quantity,unit_price,discount,revenue,cost,profit
1021,2026-02-11 17:22:11.125582,51,Consumer,East,Kolkata,Kolkata,Electronics,Mobiles,OnePlus,5,729,0.3,2551.5,2488.3993639011023,63.10063609889767
1022,2025-02-24 17:22:11.125589,246,Corporate,East,Bhubaneswar,Bhubaneswar,Clothing,Women,Kurti,3,4434,0.1,11971.800000000001,9679.983403900103,2291.8165960998977
1023,2025-12-21 17:22:11.125596,167,Consumer,North,Chandigarh,Chandigarh,Clothing,Women,Kurti,2,1913,0.24,2907.76,2448.160920360723,459.5990796392771
1024,2026-02-09 17:22:11.125602,99,Home Office,West,Ahmedabad,Ahmedabad,Furniture,Tables,Study Table,5,2613,0.01,12934.35,8434.923480907471,4499.426519092529
1025,2026-02-13 17:22:11.125608,261,Consumer,West,Mumbai,Mumbai,Grocery,Snacks,Chips,5,810,0.05,3847.5,3073.630119023833,773.8698809761672
1026,2025-07-13 17:22:11.125615,252,Corporate,North,Chandigarh,Chandigarh,Clothing,Men,T-Shirt,3,557,0.27,1219.83,1325.0549332373996,-105.22493323739968
1027,2025-04-29 17:22:11.125621,4,Home Office,East,Kolkata,Kolkata,Grocery,Beverages,Coffee,1,1628,0.21,1286.1200000000001,1147.7562625563844,138.36373744361572
1028,2025-05-11 17:22:11.125627,266,Corporate,West,Ahmedabad,Ahmedabad,Electronics,Mobiles,Samsung Galaxy,4,2551,0.16,8571.36,6543.0982080403355,2028.261791959665
1029,2025-11-12 17:22:11.125634,106,Consumer,North,Delhi,Delhi,Clothing,Men,T-Shirt,5,4607,0.28,16585.2,14329.266785129063,2255.933214870938
1030,2025-11-14 17:22:11.125640,19,Consumer,South,Chennai,Chennai,Grocery,Beverages,Coffee,4,315,0.08,1159.2,769.209845765526,389.99015423447406
1031,2025-04-09 17:22:11.125647,239,Consumer,North,Delhi,Delhi,Electronics,Laptops,MacBook,1,3515,0.23,2706.55,2683.372765470539,23.177234529461202
1032,2025-08-07 17:22:11.125653,234,Home Office,North,Chandigarh,Chandigarh,Clothing,Men,Jeans,4,4984,0.15,16945.6,12142.40967645027,4803.190323549728
1033,2025-11-26 17:22:11.125660,222,Consumer,South,Bangalore,Bangalore,Electronics,Laptops,HP Laptop,4,1218,0.11,4336.08,3118.322212853961,1217.757787146039
1034,2025-03-07 17:22:11.125666,113,Consumer,South,Chennai,Chennai,Electronics,Laptops,Dell Laptop,3,3972,0.24,9056.16,9218.302405269755,-162.14240526975482
1035,2025-09-06 17:22:11.125672,242,Corporate,South,Bangalore,Bangalore,Grocery,Snacks,Biscuits,5,1138,0.12,5007.2,4062.1775838625367,945.0224161374631
1036,2026-02-01 17:22:11.125678,241,Corporate,North,Delhi,Delhi,Electronics,Mobiles,Samsung Galaxy,4,679,0.19,2199.96,2121.197840298979,78.76215970102112
1037,2025-03-17 17:22:11.125684,101,Consumer,East,Kolkata,Kolkata,Grocery,Snacks,Biscuits,5,1609,0.27,5872.849999999999,4850.682117215293,1022.1678827847063
1038,2025-07-31 17:22:11.125692,64,Consumer,East,Bhubaneswar,Bhubaneswar,Furniture,Chairs,Office Chair,2,3894,0.05,7398.599999999999,4932.190927531755,2466.4090724682446
1039,2025-11-12 17:22:11.125698,98,Consumer,South,Chennai,Chennai,Grocery,Beverages,Tea,4,3514,0.15,11947.6,8493.296001171882,3454.303998828118
1040,2025-03-11 17:22:11.125704,235,Home Office,South,Bangalore,Bangalore,Grocery,Snacks,Chips,4,1613,0.15,5484.2,4528.0216178800465,956.1783821199533
1041,2025-07-19 17:22:11.125710,24,Consumer,North,Chandigarh,Chandigarh,Furniture,Tables,Study Table,3,4043,0.3,8490.3,8403.442310351893,86.85768964810632
1042,2025-12-11 17:22:11.125716,210,Home Office,East,Bhubaneswar,Bhubaneswar,Clothing,Men,Jeans,5,542,0.24,2059.6,2099.2979494663714,-39.69794946637148
1043,2025-09-06 17:22:11.125723,207,Consumer,East,Bhubaneswar,Bhubaneswar,Furniture,Tables,Dining Table,1,4875,0.04,4680.0,3769.79725456542,910.2027454345798
1044,2025-03-03 17:22:11.125729,142,Home Office,West,Ahmedabad,Ahmedabad,Electronics,Mobiles,Samsung Galaxy,2,1343,0.1,2417.4,1844.9704270397424,572.4295729602577
1045,2025-10-25 17:22:11.125736,105,Home Office,East,Bhubaneswar,Bhubaneswar,Furniture,Chairs,Gaming Chair,5,1757,0.27,6413.05,5551.55172141373,861.4982785862703
1046,2026-01-13 17:22:11.125741,233,Corporate,East,Bhubaneswar,Bhubaneswar,Electronics,Laptops,Dell Laptop,1,1435,0.25,1076.25,1068.9614301085533,7.288569891446741
1047,2025-07-04 17:22:11.125747,120,Consumer,East,Kolkata,Kolkata,Clothing,Women,Kurti,2,4868,0.16,8178.24,6839.788330950209,1338.4516690497912
1048,2025-11-23 17:22:11.125756,291,Corporate,East,Bhubaneswar,Bhubaneswar,Furniture,Tables,Study Table,3,1296,0.01,3849.12,2658.373661096769,1190.746338903231
1049,2025-05-22 17:22:11.125762,287,Corporate,North,Chandigarh,Chandigarh,Grocery,Beverages,Tea,1,1891,0.05,1796.4499999999998,1254.9979398572673,541.4520601427325
1050,2026-01-02 17:22:11.125768,142,Corporate,South,Chennai,Chennai,Furniture,Tables,Dining Table,1,1517,0.29,1077.07,1016.5865021738321,60.48349782616788
1051,2026-01-16 17:22:11.125774,40,Corporate,South,Chennai,Chennai,Grocery,Snacks,Chips,5,4141,0.3,14493.499999999998,14680.74526349922,-187.24526349922235
1052,2025-09-21 17:22:11.125780,105,Home Office,South,Chennai,Chennai,Furniture,Chairs,Gaming Chair,1,514,0.06,483.15999999999997,367.66603290335246,115.49396709664751
1053,2026-02-04 17:22:11.125792,193,Consumer,North,Chandigarh,Chandigarh,Furniture,Chairs,Gaming Chair,1,4366,0.26,3230.84,2991.8728080231813,238.96719197681887
1054,2025-06-10 17:22:11.125799,28,Home Office,North,Delhi,Delhi,Grocery,Beverages,Tea,4,1372,0.28,3951.3599999999997,3723.482891394208,227.87710860579182
1055,2025-10-08 17:22:11.125805,13,Home Office,North,Delhi,Delhi,Grocery,Beverages,Coffee,5,4318,0.17,17919.7,13941.372832156365,3978.327167843636
1056,2025-09-23 17:22:11.125810,104,Consumer,East,Kolkata,Kolkata,Furniture,Tables,Study Table,3,3758,0.21,8906.460000000001,7390.095135301131,1516.3648646988695
1057,2026-01-22 17:22:11.125816,256,Home Office,North,Delhi,Delhi,Grocery,Beverages,Coffee,2,2113,0.16,3549.8399999999997,3199.8678783569117,349.97212164308803
1058,2025-09-13 17:22:11.125822,244,Corporate,West,Mumbai,Mumbai,Clothing,Men,Jeans,2,4660,0.03,9040.4,5596.511610926281,3443.888389073719
1059,2025-07-11 17:22:11.125829,143,Consumer,South,Bangalore,Bangalore,Furniture,Tables,Dining Table,5,3700,0.24,14060.0,14660.539586422841,-600.5395864228412
1060,2025-10-11 17:22:11.125835,287,Home Office,South,Bangalore,Bangalore,Electronics,Mobiles,iPhone,5,786,0.22,3065.4,2459.5053047111614,605.8946952888386
1061,2025-11-09 17:22:11.125841,240,Consumer,North,Chandigarh,Chandigarh,Furniture,Chairs,Gaming Chair,2,1034,0.24,1571.68,1480.5134749657273,91.16652503427281
1062,2026-01-14 17:22:11.125847,286,Consumer,East,Kolkata,Kolkata,Grocery,Snacks,Biscuits,4,2828,0.18,9275.84,8510.091509324495,765.7484906755053
1063,2025-06-29 17:22:11.125853,81,Home Office,North,Delhi,Delhi,Clothing,Women,Kurti,4,695,0.24,2112.8,1816.4180265872749,296.3819734127253
1064,2025-06-13 17:22:11.125858,57,Home Office,North,Delhi,Delhi,Electronics,Laptops,HP Laptop,5,2044,0.14,8789.2,6827.204283550174,1961.9957164498264
1065,2025-07-01 17:22:11.125864,261,Consumer,North,Chandigarh,Chandigarh,Clothing,Men,Jeans,2,4219,0.16,7087.92,6612.085712412894,475.8342875871058
1066,2025-11-29 17:22:11.125870,146,Home Office,West,Mumbai,Mumbai,Electronics,Mobiles,iPhone,4,3928,0.21,12412.480000000001,10616.543240215467,1795.936759784534
1067,2025-08-15 17:22:11.125875,22,Consumer,West,Mumbai,Mumbai,Furniture,Tables,Study Table,3,385,0.09,1051.05,804.539880081452,246.51011991854796
1068,2025-02-28 17:22:11.125881,103,Consumer,North,Chandigarh,Chandigarh,Clothing,Men,Jeans,3,3627,0.28,7834.32,6851.964160754481,982.3558392455188
1069,2026-02-16 17:22:11.125887,157,Corporate,East,Kolkata,Kolkata,Furniture,Chairs,Office Chair,2,588,0.2,940.8000000000001,735.8291650925571,204.97083490744296
1070,2026-02-01 17:22:11.125892,234,Consumer,West,Mumbai,Mumbai,Grocery,Beverages,Coffee,3,2714,0.0,8142.0,6326.334175510031,1815.665824489969
1071,2025-10-12 17:22:11.125898,268,Consumer,East,Bhubaneswar,Bhubaneswar,Electronics,Laptops,Dell Laptop,2,4262,0.11,7586.36,6818.458298382133,767.9017016178668
1072,2026-02-12 17:22:11.125904,128,Consumer,North,Delhi,Delhi,Electronics,Mobiles,Samsung Galaxy,4,425,0.25,1275.0,1260.307162268926,14.69283773107395
1073,2025-11-28 17:22:11.125909,51,Home Office,South,Bangalore,Bangalore,Furniture,Chairs,Office Chair,3,1158,0.19,2813.94,2151.1596690752135,662.7803309247865
1074,2025-06-06 17:22:11.125915,143,Consumer,North,Delhi,Delhi,Grocery,Snacks,Chips,1,4451,0.24,3382.76,2974.921914437494,407.8380855625064
1075,2025-03-24 17:22:11.125921,166,Corporate,South,Bangalore,Bangalore,Furniture,Tables,Study Table,4,617,0.13,2147.16,1907.7463842331606,239.41361576683926
1076,2025-08-26 17:22:11.125926,261,Corporate,North,Chandigarh,Chandigarh,Grocery,Beverages,Coffee,2,240,0.25,360.0,327.15928398481685,32.84071601518315
1077,2025-06-14 17:22:11.125932,295,Home Office,East,Bhubaneswar,Bhubaneswar,Furniture,Tables,Dining Table,4,825,0.24,2508.0,2092.9888139702266,415.0111860297734
1078,2025-02-28 17:22:11.125939,16,Consumer,West,Ahmedabad,Ahmedabad,Furniture,Tables,Dining Table,2,1492,0.01,2954.16,2180.5799070091975,773.5800929908023
1079,2025-02-28 17:22:11.125950,281,Home Office,East,Bhubaneswar,Bhubaneswar,Grocery,Beverages,Coffee,1,279,0.12,245.52,176.8268350080775,68.69316499192252
1080,2026-01-24 17:22:11.125961,293,Home Office,East,Bhubaneswar,Bhubaneswar,Electronics,Mobiles,iPhone,3,1920,0.15,4896.0,3656.3545620740406,1239.6454379259594
1081,2026-02-21 17:22:11.125973,227,Consumer,West,Ahmedabad,Ahmedabad,Clothing,Women,Dress,5,751,0.25,2816.25,2583.844430769365,232.40556923063514
1082,2025-08-16 17:22:11.125981,201,Corporate,West,Ahmedabad,Ahmedabad,Clothing,Women,Dress,5,4193,0.1,18868.5,15380.133722579985,3488.3662774200147
1083,2025-08-01 17:22:11.125988,218,Corporate,North,Delhi,Delhi,Clothing,Women,Kurti,1,3843,0.14,3304.98,2938.2371717893843,366.7428282106157
1084,2025-10-06 17:22:11.125994,83,Home Office,East,Kolkata,Kolkata,Furniture,Tables,Dining Table,3,2741,0.2,6578.400000000001,6309.653864293478,268.7461357065222
1085,2025-09-11 17:22:11.126002,249,Home Office,North,Delhi,Delhi,Electronics,Mobiles,OnePlus,2,983,0.15,1671.1,1206.4929150442308,464.6070849557691
1086,2025-11-19 17:22:11.126008,187,Corporate,South,Chennai,Chennai,Electronics,Mobiles,OnePlus,2,734,0.0,1468.0,1168.7823271207628,299.21767287923717
1087,2025-06-13 17:22:11.126014,248,Consumer,East,Kolkata,Kolkata,Furniture,Chairs,Office Chair,4,1471,0.15,5001.4,4573.483830604224,427.9161693957758
1088,2025-10-23 17:22:11.126020,196,Corporate,South,Bangalore,Bangalore,Electronics,Mobiles,Samsung Galaxy,1,2539,0.29,1802.6899999999998,2020.199311129076,-217.5093111290762
1089,2025-06-19 17:22:11.126026,138,Home Office,West,Mumbai,Mumbai,Electronics,Laptops,Dell Laptop,3,4820,0.02,14170.8,9007.53634220052,5163.26365779948
1090,2025-11-20 17:22:11.126033,285,Home Office,North,Chandigarh,Chandigarh,Clothing,Men,Jeans,2,1943,0.21,3069.94,3086.1730046718667,-16.233004671866638
1091,2025-07-16 17:22:11.126039,251,Corporate,North,Chandigarh,Chandigarh,Furniture,Tables,Dining Table,5,3544,0.07,16479.6,14063.049927849455,2416.550072150543
1092,2025-11-13 17:22:11.126045,226,Home Office,South,Bangalore,Bangalore,Furniture,Chairs,Office Chair,2,2443,0.1,4397.400000000001,3449.61403133415,947.7859686658508
1093,2025-10-31 17:22:11.126052,258,Corporate,North,Chandigarh,Chandigarh,Clothing,Men,T-Shirt,4,779,0.16,2617.44,2053.4785121623454,563.9614878376547
1094,2025-07-16 17:22:11.126058,88,Home Office,West,Mumbai,Mumbai,Clothing,Women,Kurti,3,4115,0.08,11357.4,9745.629988594674,1611.770011405326
1095,2025-08-29 17:22:11.126064,61,Corporate,East,Bhubaneswar,Bhubaneswar,Electronics,Mobiles,iPhone,3,2659,0.12,7019.76,6379.513162246014,640.2468377539863
1096,2025-07-28 17:22:11.126070,105,Corporate,West,Ahmedabad,Ahmedabad,Electronics,Laptops,Dell Laptop,4,1538,0.04,5905.92,4646.561019508115,1259.3589804918847
1097,2025-06-17 17:22:11.126076,123,Corporate,South,Chennai,Chennai,Electronics,Mobiles,OnePlus,1,1775,0.3,1242.5,1220.4517953023642,22.04820469763581
1098,2025-12-09 17:22:11.126082,97,Home Office,West,Ahmedabad,Ahmedabad,Grocery,Beverages,Tea,4,4337,0.08,15960.16,11173.42558684213,4786.73441315787
1099,2025-07-13 17:22:11.126090,173,Home Office,East,Bhubaneswar,Bhubaneswar,Clothing,Men,Jeans,1,3008,0.08,2767.36,1823.318813115546,944.0411868844542
1100,2025-11-15 17:22:11.126096,162,Home Office,North,Delhi,Delhi,Clothing,Men,T-Shirt,2,2657,0.22,4144.92,3521.764359972898,623.155640027102
1101,2025-06-04 17:22:11.126102,264,Corporate,West,Mumbai,Mumbai,Grocery,Beverages,Tea,1,989,0.07,919.77,781.2725636502053,138.49743634979473
1102,2025-09-13 17:22:11.126109,271,Consumer,South,Bangalore,Bangalore,Clothing,Women,Kurti,1,617,0.19,499.77000000000004,403.29090393385997,96.47909606614007
1103,2025-07-29 17:22:11.126114,171,Home Office,West,Mumbai,Mumbai,Furniture,Chairs,Gaming Chair,1,432,0.1,388.8,319.05974288546446,69.74025711453555
1104,2025-12-26 17:22:11.126120,76,Home Office,East,Bhubaneswar,Bhubaneswar,Clothing,Women,Dress,2,1984,0.01,3928.32,2772.7944054356217,1155.5255945643785
1105,2026-01-15 17:22:11.126126,246,Corporate,North,Chandigarh,Chandigarh,Furniture,Tables,Study Table,4,2533,0.14,8713.52,7229.6194778843355,1483.900522115665
1106,2025-10-26 17:22:11.126132,206,Consumer,East,Kolkata,Kolkata,Grocery,Beverages,Coffee,3,1536,0.16,3870.72,3037.117015746726,833.6029842532739
1107,2025-09-15 17:22:11.126138,143,Consumer,South,Bangalore,Bangalore,Grocery,Snacks,Chips,1,3369,0.12,2964.72,2091.057179023002,873.6628209769979
1108,2025-03-05 17:22:11.126143,294,Corporate,North,Chandigarh,Chandigarh,Clothing,Men,Jeans,3,2780,0.12,7339.2,5515.511767607778,1823.6882323922218
1109,2025-11-11 17:22:11.126154,192,Home Office,North,Delhi,Delhi,Furniture,Tables,Dining Table,3,4265,0.26,9468.3,9047.120912548056,421.1790874519429
1110,2025-10-15 17:22:11.126161,16,Home Office,East,Bhubaneswar,Bhubaneswar,Electronics,Laptops,HP Laptop,4,4927,0.23,15175.16,13379.04925025272,1796.1107497472804
1111,2026-01-12 17:22:11.126167,140,Consumer,South,Chennai,Chennai,Grocery,Snacks,Biscuits,5,3176,0.27,11592.4,11134.250775336022,458.1492246639773
1112,2025-04-23 17:22:11.126173,66,Home Office,North,Delhi,Delhi,Furniture,Chairs,Gaming Chair,1,3606,0.01,3569.94,2444.761747465989,1125.1782525340109
1113,2026-01-19 17:22:11.126179,191,Corporate,South,Chennai,Chennai,Grocery,Snacks,Chips,4,2746,0.29,7798.639999999999,8345.849401898164,-547.2094018981643
1114,2025-09-09 17:22:11.126184,100,Home Office,East,Bhubaneswar,Bhubaneswar,Clothing,Women,Dress,2,2795,0.13,4863.3,4439.109028801563,424.1909711984372
1115,2026-02-16 17:22:11.126191,193,Corporate,South,Bangalore,Bangalore,Electronics,Laptops,Dell Laptop,5,215,0.1,967.5,726.3201667359882,241.1798332640118
1116,2026-01-13 17:22:11.126197,4,Corporate,East,Kolkata,Kolkata,Grocery,Beverages,Tea,1,1934,0.3,1353.8,1470.1087037481088,-116.30870374810888
1117,2025-07-11 17:22:11.126208,98,Consumer,West,Mumbai,Mumbai,Furniture,Tables,Dining Table,5,2150,0.27,7847.5,7892.914575235512,-45.41457523551162
1118,2026-01-02 17:22:11.126213,60,Home Office,North,Delhi,Delhi,Grocery,Beverages,Coffee,1,755,0.17,626.65,533.8746026533763,92.77539734662366
1119,2025-12-09 17:22:11.126219,163,Corporate,South,Chennai,Chennai,Clothing,Women,Kurti,2,1829,0.27,2670.34,2769.8939209893674,-99.55392098936727
1120,2025-12-15 17:22:11.126226,202,Home Office,West,Mumbai,Mumbai,Clothing,Women,Kurti,1,4664,0.04,4477.44,3453.1285746454782,1024.3114253545214
1121,2026-01-29 17:22:11.126232,122,Corporate,North,Chandigarh,Chandigarh,Clothing,Men,T-Shirt,2,3674,0.24,5584.4800000000005,5544.870928039649,39.609071960351685
1122,2025-07-04 17:22:11.126238,83,Home Office,West,Ahmedabad,Ahmedabad,Electronics,Mobiles,OnePlus,1,4807,0.12,4230.16,3438.0594232636195,792.1005767363804
1123,2025-07-20 17:22:11.126243,4,Consumer,East,Kolkata,Kolkata,Clothing,Men,Jeans,5,3577,0.13,15559.95,13211.44392791726,2348.5060720827405
1124,2026-01-20 17:22:11.126249,262,Consumer,North,Delhi,Delhi,Grocery,Beverages,Coffee,1,3392,0.27,2476.16,2581.3132820847,-105.1532820847001
1125,2025-11-24 17:22:11.126255,260,Corporate,East,Kolkata,Kolkata,Clothing,Men,Jeans,1,242,0.21,191.18,165.67950515375097,25.50049484624904
1126,2025-05-02 17:22:11.126261,280,Home Office,South,Chennai,Chennai,Electronics,Laptops,HP Laptop,4,1589,0.16,5339.04,4055.933951213595,1283.1060487864052
1127,2025-10-22 17:22:11.126274,133,Consumer,North,Delhi,Delhi,Electronics,Laptops,HP Laptop,4,2447,0.08,9004.960000000001,7009.342234724457,1995.6177652755441
1128,2025-11-04 17:22:11.126281,95,Corporate,South,Bangalore,Bangalore,Grocery,Snacks,Chips,4,589,0.01,2332.44,1628.5702056583627,703.8697943416373
1129,2025-07-01 17:22:11.126287,263,Corporate,South,Chennai,Chennai,Electronics,Mobiles,iPhone,1,953,0.18,781.46,590.9949724210419,190.46502757895814
1130,2025-06-16 17:22:11.126293,209,Corporate,East,Kolkata,Kolkata,Grocery,Snacks,Chips,5,216,0.18,885.6,840.433119872617,45.166880127383024
1131,2025-06-21 17:22:11.126299,86,Consumer,East,Bhubaneswar,Bhubaneswar,Clothing,Men,Jeans,3,2044,0.05,5825.4,4433.666716686573,1391.733283313427
1132,2025-04-06 17:22:11.126306,25,Home Office,North,Delhi,Delhi,Furniture,Tables,Study Table,4,1175,0.11,4183.0,2899.804015505844,1283.1959844941562
1133,2025-12-16 17:22:11.126312,180,Corporate,West,Ahmedabad,Ahmedabad,Electronics,Mobiles,Samsung Galaxy,2,2189,0.09,3983.98,2838.028219984231,1145.9517800157691
1134,2025-10-23 17:22:11.126318,149,Home Office,North,Chandigarh,Chandigarh,Furniture,Chairs,Office Chair,5,1556,0.17,6457.4,5870.623965876195,586.7760341238045
1135,2026-02-19 17:22:11.126324,230,Consumer,North,Delhi,Delhi,Electronics,Laptops,Dell Laptop,1,3307,0.06,3108.58,2322.192723536216,786.387276463784
1136,2025-11-20 17:22:11.126330,152,Home Office,West,Mumbai,Mumbai,Electronics,Laptops,Dell Laptop,3,1318,0.29,2807.3399999999997,2859.3178387279854,-51.97783872798573
1137,2025-12-20 17:22:11.126337,215,Consumer,South,Bangalore,Bangalore,Furniture,Tables,Dining Table,3,1435,0.11,3831.4500000000003,2947.1742187269942,884.275781273006
1138,2025-05-20 17:22:11.126354,148,Home Office,South,Chennai,Chennai,Electronics,Laptops,Dell Laptop,2,2807,0.13,4884.18,4001.406624784874,882.7733752151262
1139,2025-09-18 17:22:11.126363,155,Home Office,East,Bhubaneswar,Bhubaneswar,Furniture,Tables,Dining Table,2,3749,0.11,6673.22,5037.0464328664675,1636.1735671335327
1140,2025-08-06 17:22:11.126373,175,Consumer,North,Chandigarh,Chandigarh,Grocery,Snacks,Chips,3,4160,0.16,10483.199999999999,9088.95317466552,1394.2468253344796
1141,2026-02-06 17:22:11.126386,200,Corporate,East,Kolkata,Kolkata,Furniture,Chairs,Gaming Chair,2,2799,0.22,4366.4400000000005,4030.288769746949,336.1512302530514
1142,2025-12-23 17:22:11.126396,93,Corporate,East,Bhubaneswar,Bhubaneswar,Grocery,Beverages,Tea,2,3366,0.26,4981.68,5027.862819202757,-46.182819202756946
1143,2025-09-02 17:22:11.126406,146,Corporate,West,Ahmedabad,Ahmedabad,Electronics,Laptops,HP Laptop,4,4453,0.16,14962.08,14039.619216190273,922.4607838097272
1144,2025-08-19 17:22:11.126415,82,Corporate,West,Mumbai,Mumbai,Clothing,Women,Kurti,1,785,0.29,557.35,510.3472367899667,47.00276321003332
1145,2026-01-29 17:22:11.126427,73,Consumer,North,Delhi,Delhi,Grocery,Beverages,Coffee,1,3423,0.09,3114.9300000000003,2109.5449964823633,1005.385003517637
1146,2025-07-01 17:22:11.126437,265,Corporate,West,Ahmedabad,Ahmedabad,Grocery,Snacks,Chips,4,3516,0.09,12798.24,10073.523567927505,2724.716432072495
1147,2025-09-11 17:22:11.126447,105,Home Office,East,Bhubaneswar,Bhubaneswar,Clothing,Women,Kurti,4,493,0.09,1794.52,1397.9543924176592,396.5656075823408
1148,2025-11-29 17:22:11.126456,296,Corporate,East,Bhubaneswar,Bhubaneswar,Furniture,Chairs,Office Chair,5,3010,0.21,11889.5,10664.774404274096,1224.725595725904
1149,2025-04-22 17:22:11.126469,56,Home Office,South,Chennai,Chennai,Grocery,Snacks,Biscuits,2,1774,0.28,2554.56,2344.601871369944,209.95812863005585
1150,2025-06-12 17:22:11.126477,204,Corporate,South,Chennai,Chennai,Grocery,Snacks,Chips,1,1831,0.02,1794.3799999999999,1213.9497730665632,580.4302269334366
1151,2025-04-12 17:22:11.126486,297,Home Office,North,Chandigarh,Chandigarh,Grocery,Snacks,Chips,1,4632,0.3,3242.3999999999996,3286.8106995437074,-44.41069954370778
1152,2025-12-26 17:22:11.126494,269,Consumer,East,Kolkata,Kolkata,Clothing,Women,Kurti,2,1179,0.21,1862.8200000000002,1757.9386302859714,104.88136971402878
1153,2026-01-16 17:22:11.126503,296,Consumer,North,Chandigarh,Chandigarh,Electronics,Laptops,Dell Laptop,2,2088,0.16,3507.8399999999997,2767.490792850554,740.3492071494456
1154,2025-03-11 17:22:11.126512,224,Home Office,South,Chennai,Chennai,Electronics,Mobiles,iPhone,4,1813,0.1,6526.8,5739.934083589718,786.8659164102819
1155,2025-06-06 17:22:11.126520,224,Consumer,East,Kolkata,Kolkata,Furniture,Tables,Study Table,4,3486,0.27,10179.119999999999,11083.118103212708,-903.9981032127089
1156,2025-05-08 17:22:11.126529,208,Home Office,West,Ahmedabad,Ahmedabad,Electronics,Mobiles,Samsung Galaxy,4,283,0.07,1052.76,783.0398511998603,269.72014880013967
1157,2025-08-27 17:22:11.126537,109,Home Office,South,Chennai,Chennai,Furniture,Chairs,Office Chair,2,3863,0.28,5562.719999999999,5845.235983926967,-282.51598392696724
